Kernel,Time,Speedup
3,0.5358851999999998,0.9752021515055839
3,0.469393,1.4505290875662824
3,0.44972399999999996,2.072210956053046
3,0.4283042,2.94186561794164
3,0.429378,3.891228241782299
3,0.4281798,5.030330249114975
5,0.7019762,0.7444645559208416
5,0.5480649999999999,1.2423128643500316
5,0.4791544,1.9449325728825617
5,0.46626460000000003,2.702356987856251
5,0.4696052,3.557898847798108
5,0.46500719999999995,4.631940752745335
7,0.9610074000000001,0.543800599246166
7,0.6732353999999999,1.0113374905716486
7,0.5420968,1.71910810025073
7,0.533117,2.3634838131216975
7,0.5374982000000001,3.1084900377340787
7,0.5335616,4.036808121124159
9,1.2927044,0.4042659714007316
9,0.8372598,0.8132101887610035
9,0.6353252,1.4668440666291847
9,0.6210448,2.0288607198707727
9,0.6293848000000001,2.654668177560055
9,0.6233527999999999,3.455323855126664
11,1.7327574,0.3015981348571935
11,1.0468503999999998,0.6503968475342801
11,0.7410596,1.25755472299394
11,0.7356976,1.712678415696884
11,0.7487088,2.2315856311559314
11,0.7403978,2.9090926526253864
13,2.229477,0.23440313580270167
13,1.3019672,0.5229534200247135
13,0.877118,1.0624830410503492
13,0.8806765999999999,1.4307333702292078
13,0.88383,1.8904176142470837
13,0.8781913999999998,2.4526382289783304
15,2.8069874,0.18617696680790227
15,1.5874054000000002,0.42891891384519665
15,1.0313478,0.903597215216826
15,1.0409554,1.210439371369801
15,1.0440960000000001,1.6002434642025252
15,1.0351130000000002,2.0808219006040884
