Kernel,Time,Speedup
3,8.5252398,0.9850738274834216
3,7.6106544,1.4058465984212871
3,7.153262400000001,1.957388897127554
3,7.1535725999999995,2.5721645433499902
3,7.152480199999999,3.31502820518119
3,7.150634200000001,4.204888036364662
5,10.8925998,0.7709812858450927
5,8.844274200000001,1.2097558666826498
5,7.8848854,1.7757666332094062
5,7.8575306,2.3417237216995375
5,7.883005,3.007821712659068
5,7.8667658000000005,3.822106436675666
7,14.232582400000002,0.5900538893068343
7,10.502664800000002,1.018733131423941
7,8.754246,1.5994200300060109
7,8.8046998,2.089811829813891
7,8.8249552,2.6867755204015085
7,8.829322999999999,3.4054271431682817
9,18.665841399999998,0.44991224451312445
9,12.737129399999999,0.8400175788431576
9,9.889043,1.4158818401335702
9,9.996323,1.8406934029642699
9,10.006963,2.369417534570678
9,10.0000362,3.0067507355623366
11,24.366159599999996,0.3446579492978451
11,15.5390512,0.6885499289686362
11,11.3442482,1.2342568809451826
11,11.494342999999999,1.6008018727125162
11,11.505739600000002,2.060769183408252
11,11.505021199999998,2.6134342281785625
13,30.9116126,0.2716775313106764
13,18.801505400000003,0.5690721233417829
13,13.0006912,1.0769978445453732
13,13.2787428,1.3856858346559737
13,13.2677344,1.7870928739725145
13,13.265810199999999,2.2665495545835563
15,38.576225799999996,0.21769860648213027
15,22.587170200000003,0.47369424789653375
15,14.977064200000001,0.9348772371557305
15,15.349746,1.1987277053314107
15,15.341628400000001,1.5455121830483127
15,15.315338399999998,1.9632355103560755
