Kernel,Time,Speedup
3,10.900227399999999,0.7704417799577283
3,8.478632999999999,0.9904887497784137
3,7.3443776,1.1434584463631063
3,7.276043399999999,1.1541974309828884
3,7.2813236,1.1533604412252738
3,7.318492999999999,1.1475027167478333
5,18.041091599999998,0.5930579389109694
5,12.4824156,0.8571588178813724
5,9.5979894,1.1147556174629658
5,9.6491634,1.1088435501050795
5,9.6453924,1.1092770678775081
5,9.656867,1.107958989183552
7,28.535352200000005,0.4906796419355216
7,17.7742522,0.7877527697058333
7,12.454454799999999,1.1242335874871057
7,12.569024599999999,1.1139859174116027
7,12.577575,1.113228615213982
7,12.621335199999999,1.1093688724787218
9,41.1317374,0.44734715728297925
9,23.8823686,0.7704497869612481
9,15.7803176,1.1660199918916714
9,16.214930000000003,1.1347668969277078
9,16.209105,1.1351746934824594
9,16.232576599999998,1.1335332802310634
11,57.75184900000001,0.41056128956148213
11,32.3570222,0.7327829320462003
11,20.1595242,1.1761524411374746
11,20.727654199999996,1.14391495396522
11,20.753081599999998,1.1425133894332107
11,20.7642724,1.1418976375979346
13,76.94797,0.39075255916432877
13,41.9177904,0.7172996456416271
13,25.1783208,1.1941867147867937
13,26.082944999999995,1.1527692214203573
13,26.082755799999994,1.152777583417777
13,26.120968400000002,1.1510911747054522
15,98.8010558,0.37819063872797193
15,52.9726858,0.7053754937228423
15,30.9652626,1.2066952211152893
15,32.2390756,1.1590169291330426
15,32.2762424,1.1576822957557165
15,32.2386028,1.1590339268673266
